Time,Seatpad-X,Seatpad-Y,Seatpad-Z,X_w,Y_w,Z_w,alX,alY,alZ
23.094,0.007422843,0.047118291,0.368578404,-0.001848875,0.002909675,0.002699806,-0.008831238,0.043496154,0.68083781
23.096,0.012066165,0.030409317,0.228290245,-0.002101266,0.004146616,-0.113461025,-0.009819752,0.047221959,0.759535015
23.098,0.020449072,0.015127102,0.120625034,-0.002271839,0.00504873,-0.228711814,-0.009699794,0.048308387,0.821619689
23.1,0.011100103,0.018551333,0.164058879,-0.002365745,0.005580456,-0.342173219,-0.008636368,0.04673405,0.864117384
23.102,0.008357742,0.005298293,0.139108196,-0.002447526,0.005861287,-0.446579337,-0.007315534,0.043144085,0.884723485
23.104,0.012502451,-0.003452518,0.221505687,-0.002598406,0.005977005,-0.533857405,-0.006150401,0.03791045,0.882067859
23.106,0.017706707,-0.009318098,0.341186553,-0.002773316,0.005900676,-0.598936677,-0.004962816,0.031307612,0.855918586
23.108,0.014465733,-0.017054323,0.546625495,-0.002883242,0.005618772,-0.636354148,-0.003629067,0.023790369,0.807270765
23.11,0.02446913,-0.021968728,0.711705804,-0.002910603,0.005161911,-0.640942514,-0.002133511,0.015763365,0.738291919
23.112,0.032291099,-0.020224907,0.803741157,-0.002833406,0.004579001,-0.613581121,-0.000160562,0.007736586,0.652133286
23.114,0.042356819,-0.043370169,0.959722519,-0.002579585,0.003888828,-0.561832964,0.002677236,-0.000138637,0.552649617
23.116,0.033070181,-0.034968119,1.151528955,-0.002145443,0.00303886,-0.491585165,0.006216531,-0.008009812,0.444095045
23.118,0.030171998,-0.054181859,1.269117475,-0.001667785,0.002006898,-0.403717905,0.009692242,-0.015759163,0.330861747
23.12,0.034721833,-0.063503377,1.320984364,-0.001273257,0.000790253,-0.301780552,0.012636326,-0.023597902,0.217304796
23.122,0.028863143,-0.065056965,1.494275928,-0.00095044,-0.000639692,-0.193088636,0.015009741,-0.031655546,0.107658677
23.124,0.045784779,-0.07390289,1.557144046,-0.000617627,-0.002242218,-0.081372052,0.017022297,-0.03963333,0.006011971
23.126,0.03927166,-0.054150153,1.665982246,-0.000193158,-0.00389087,0.032405511,0.019072855,-0.04690858,-0.083716966
23.128,0.039926089,-0.041816581,1.713061929,0.000322043,-0.005380848,0.145504415,0.021074316,-0.052285153,-0.157857865
23.13,0.040518191,-0.026629485,1.740010023,0.000843236,-0.006512114,0.253716558,0.022790764,-0.054814801,-0.213148817
23.132,0.018049505,-0.00351593,1.898908138,0.00127469,-0.007198204,0.354793459,0.023772102,-0.053993329,-0.246968582
23.134,0.007360517,0.009895639,1.85138464,0.001469634,-0.007414502,0.449805737,0.023097798,-0.049585789,-0.257595122
23.136,0.004711644,0.017219687,1.803385377,0.001330492,-0.007198901,0.535855174,0.020482006,-0.042082414,-0.244424656
23.138,0.023471905,0.014556397,1.61944139,0.001004152,-0.006704703,0.602596283,0.016886866,-0.032686289,-0.208089545
23.14,0.033786934,0.023116972,1.373960972,0.000801887,-0.006105783,0.638071239,0.013859903,-0.022619082,-0.150436193
23.142,0.023222601,0.025114438,1.410134792,0.000874136,-0.005461399,0.638008952,0.012019373,-0.012599804,-0.074359193
23.144,0.030857589,0.02077074,1.180822968,0.001087171,-0.004766969,0.610520422,0.011023708,-0.003251308,0.016477311
23.146,0.010944288,0.03548225,0.960356653,0.001247628,-0.004032252,0.56213671,0.010344399,0.005076997,0.11797294
23.148,-0.008470401,0.046262234,0.802726626,0.001186961,-0.003191671,0.489754528,0.008886096,0.012802026,0.225909218
23.15,-0.007255035,0.05190587,0.707235575,0.000775891,-0.002134516,0.3943066,0.005890007,0.02036122,0.33618924
23.152,-0.004232202,0.060846917,0.609683812,0.000102489,-0.000849533,0.285535812,0.001868003,0.027829375,0.444961339
23.154,0.00477397,0.059103094,0.391975611,-0.000581888,0.000590006,0.170750111,-0.002162125,0.035076454,0.548628986
23.156,0.021165825,0.051588815,0.325366497,-0.001069827,0.002067024,0.049945302,-0.005122026,0.041557968,0.643789113
23.158,0.014185267,0.053998455,0.334719032,-0.00128938,0.0034588,-0.074126586,-0.00645868,0.04673915,0.727165461
23.16,0.026338924,0.033801842,0.166626856,-0.001317349,0.004690494,-0.193437964,-0.00635401,0.050210215,0.795602381
23.162,0.02409517,0.027175322,0.120783545,-0.001249674,0.005683064,-0.305786878,-0.005030483,0.051409576,0.846159995
23.164,0.018080667,0.029680079,0.184158921,-0.001141662,0.006405242,-0.411462903,-0.002998446,0.050434034,0.876309872
23.166,0.013904795,0.010846813,0.244617566,-0.001082017,0.006927391,-0.503098071,-0.001045801,0.047731172,0.88419342
23.168,0.021477461,0.001303357,0.360589117,-0.001113422,0.007249333,-0.571291924,0.000562591,0.043239728,0.868879795
23.17,0.016397852,-0.008810804,0.427008003,-0.001170365,0.007290195,-0.612615407,0.001939242,0.036997262,0.830555856
23.172,0.023097945,-0.012361859,0.597097516,-0.001192232,0.007054697,-0.628135145,0.003139249,0.029464036,0.770599544
23.174,0.032415751,-0.008493747,0.794737339,-0.001139863,0.006654157,-0.617611289,0.004483756,0.021440104,0.691517949
23.176,0.025871474,-0.032368243,0.915527821,-0.000974208,0.006166484,-0.579441249,0.006190259,0.013350662,0.596766651
23.178,0.033319484,-0.053040449,1.015552521,-0.000726413,0.005469099,-0.517206311,0.008065618,0.0045727,0.490493029
23.18,0.022599338,-0.059381615,1.190017104,-0.000471228,0.004373049,-0.438294858,0.009850978,-0.005378705,0.377259582
23.182,0.024531456,-0.072476126,1.281069636,-0.000270645,0.002886691,-0.346993327,0.011192915,-0.016215924,0.261793405
23.184,0.02814639,-0.07678812,1.415651083,-0.00013434,0.001145879,-0.245563522,0.012077509,-0.027490353,0.14878808
23.186,0.037620008,-0.076502763,1.523950458,2.59E-05,-0.000731966,-0.136943236,0.012971921,-0.038569663,0.042757206
23.188,0.036248829,-0.045874927,1.605967522,0.000306602,-0.002563254,-0.024176108,0.014226277,-0.048093561,-0.052082323
23.19,0.042387981,-0.043370169,1.726377606,0.000708923,-0.004084115,0.089810111,0.015869098,-0.054568335,-0.131926477
23.192,0.035812542,-0.034651063,1.798915148,0.001169333,-0.005193444,0.203045651,0.017715974,-0.057676416,-0.193521604
23.194,0.023658883,-0.01791038,1.877444983,0.001580895,-0.005982092,0.31394878,0.019160345,-0.057638712,-0.234326273
23.196,0.013561998,-0.017625028,1.838417768,0.001801088,-0.006512955,0.418723166,0.019407455,-0.054733127,-0.252678096
23.198,-0.00622665,-0.003769577,1.761283159,0.001716975,-0.006810251,0.509852111,0.017819745,-0.049595643,-0.247929633
23.2,0.00458699,-0.003008637,1.692359686,0.001325475,-0.006910141,0.579232752,0.014402375,-0.042861857,-0.220514491
23.202,0.021072337,0.010973637,1.504009008,0.000833636,-0.006829366,0.622071087,0.0104541,-0.035055578,-0.171915531
23.204,0.029112449,0.02061221,1.412512541,0.000552568,-0.006545732,0.636284113,0.0075233,-0.026418101,-0.104530193
23.206,0.030764101,0.015063691,1.255262971,0.000593515,-0.006055885,0.622872114,0.006167645,-0.01738493,-0.021454964
23.208,0.025996126,0.028570376,1.025285482,0.000815606,-0.005434282,0.583960891,0.006063099,-0.008581743,0.073767155
23.21,0.00527258,0.052286342,0.878498077,0.000981397,-0.004666506,0.519418418,0.00619475,0.000274044,0.177382067
23.212,-0.009935073,0.054759398,0.760687709,0.000857403,-0.003604009,0.431827992,0.005233712,0.00972553,0.285597295
23.214,-0.00189496,0.062400509,0.646808624,0.000371743,-0.002223639,0.329201877,0.002783538,0.019528702,0.394669831
23.216,-0.004045224,0.063763849,0.501067519,-0.000296089,-0.000665245,0.218504667,-0.000450483,0.029153666,0.500918984
23.218,6.83E-05,0.067346618,0.428371251,-0.000932385,0.000954521,0.102729999,-0.003769665,0.038171075,0.600702524
23.22,0.009199147,0.05884945,0.342581511,-0.001451414,0.002569174,-0.015160289,-0.006571373,0.046074841,0.690407395
23.222,0.012782918,0.040333241,0.208570644,-0.001818211,0.004058535,-0.132067278,-0.008294771,0.051987994,0.766501486
23.224,0.020573724,0.033516485,0.129692242,-0.002016213,0.005258677,-0.247578129,-0.008704364,0.055097975,0.825670421
23.226,0.014683874,0.032089725,0.151377469,-0.00208159,0.006133248,-0.359834254,-0.007971853,0.055485833,0.86503464
23.228,0.016678324,0.016046571,0.147351116,-0.00210007,0.006774301,-0.461874157,-0.006605782,0.053580169,0.882412136
23.23,0.015120161,0.006059233,0.254604161,-0.002139879,0.007200973,-0.54598856,-0.005012617,0.049482919,0.876571894
23.232,0.024811924,-0.007003572,0.372034103,-0.002182032,0.007346347,-0.606328666,-0.003229709,0.043323498,0.847419798
23.234,0.026837535,-0.012139918,0.578043699,-0.002146612,0.007193069,-0.637647629,-0.001069706,0.03550788,0.79606849
23.236,0.029205937,-0.016578736,0.734785974,-0.001990071,0.00680773,-0.63635546,0.001482139,0.026700143,0.724770546
23.238,0.036840931,-0.025361251,0.813505828,-0.001728016,0.006269678,-0.604643166,0.004369367,0.017505884,0.636726737
23.24,0.04126611,-0.045684692,0.98930192,-0.001361188,0.005560726,-0.550236106,0.007682775,0.007952344,0.535815537
23.242,0.036248829,-0.04115076,1.168395281,-0.00089638,0.004605579,-0.478050292,0.011233549,-0.001965684,0.426305652
23.244,0.029174775,-0.061157141,1.265534878,-0.000427055,0.003413314,-0.38870573,0.01439648,-0.01194842,0.312611848
23.246,0.032602731,-0.054181859,1.336297154,-5.62E-05,0.002048392,-0.286530972,0.016740428,-0.021742973,0.199131042
23.248,0.034379035,-0.048982102,1.525060058,0.00023472,0.000614247,-0.178134829,0.018402029,-0.030647004,0.09015701
23.25,0.046002917,-0.05196245,1.56757462,0.000561626,-0.000751803,-0.065817788,0.019866072,-0.03797533,-0.010160883
23.252,0.038586069,-0.040801995,1.682531595,0.001003888,-0.00199124,0.048960481,0.021439297,-0.043495327,-0.097868159
23.254,0.040767498,-0.052723389,1.692740083,0.001515693,-0.003128756,0.161859363,0.022935394,-0.047262941,-0.169311762
23.256,0.034067404,-0.037219234,1.789626122,0.001993431,-0.004205519,0.268643796,0.024065832,-0.049547162,-0.221321136
23.258,0.008108433,-0.02171508,1.914981961,0.002315634,-0.005162841,0.369220108,0.024124194,-0.050001651,-0.251445115
23.26,-0.002144266,-0.011949684,1.819871187,0.002308623,-0.005835963,0.464621246,0.022107089,-0.048115771,-0.258194923
23.262,3.72E-05,0.003395943,1.797615409,0.001919806,-0.006140219,0.548835099,0.018031579,-0.043868523,-0.241230682
23.264,0.021259315,0.016839217,1.581333876,0.001386381,-0.006088829,0.610902488,0.013271247,-0.0373655,-0.201437846
23.266,0.036778603,0.024987616,1.371266127,0.001076063,-0.005709243,0.641016006,0.009662019,-0.028926359,-0.140865847
23.268,0.028738491,0.028570376,1.375324249,0.001148175,-0.005067804,0.636403084,0.007969032,-0.019254273,-0.062535197
23.27,0.028831981,0.022102384,1.135423541,0.001428049,-0.004295065,0.604734719,0.007631564,-0.009390859,0.029849514
23.272,0.004555827,0.043472122,0.932298958,0.001621452,-0.003483372,0.55147326,0.007545239,4.41E-05,0.132222071
23.274,-0.009841584,0.056788571,0.783387482,0.001495541,-0.002537841,0.474422276,0.006364531,0.009442179,0.240446299
23.276,-0.010745318,0.056947101,0.690559506,0.000971193,-0.001315977,0.376154035,0.003492824,0.019028617,0.350521356
23.278,-0.011711377,0.063034624,0.587269425,0.000188676,0.000134135,0.26629591,-0.000577505,0.028361637,0.45867309
23.28,0.00458699,0.058912866,0.382464558,-0.000607535,0.001660489,0.151158229,-0.004819155,0.036947079,0.561342359
23.282,0.01337502,0.052413166,0.330217123,-0.001206542,0.003142007,0.030733291,-0.008018153,0.044189312,0.655118644
23.284,0.01443457,0.039857656,0.304695755,-0.00152626,0.004466583,-0.092094041,-0.009589863,0.049392086,0.73668617
23.286,0.020698376,0.028189905,0.148365617,-0.001641658,0.005529912,-0.210545659,-0.009646818,0.051999547,0.802844048
23.288,0.013935958,0.02175362,0.131974891,-0.001671674,0.006287191,-0.322687209,-0.008590674,0.051882837,0.850632787
23.29,0.015992733,0.013827163,0.193257824,-0.001704411,0.006775024,-0.426912695,-0.007010035,0.049376216,0.877558053
23.292,0.011941513,0.002096002,0.273150742,-0.001783977,0.007041393,-0.514865935,-0.005354575,0.044854883,0.881865263
23.294,0.014808531,-0.010300979,0.347178519,-0.001903565,0.00707166,-0.578498304,-0.003847976,0.038525235,0.862796485
23.296,0.020916522,-0.016293382,0.438611537,-0.00201428,0.006833694,-0.616434813,-0.002401438,0.03069042,0.820762336
23.298,0.027024513,-0.02171508,0.642750621,-0.002037103,0.006359342,-0.629420638,-0.000684074,0.02192115,0.757383704
23.3,0.028645003,-0.018988378,0.81331563,-0.001922866,0.005743742,-0.615068018,0.001469519,0.012973739,0.675394058
23.302,0.026027288,-0.036775354,0.913815856,-0.001708344,0.005049259,-0.572488904,0.003865002,0.004274343,0.578426719
23.304,0.038741887,-0.046635866,1.03768158,-0.001446119,0.004208688,-0.507656813,0.006405864,-0.004424745,0.470739841
23.306,0.029455245,-0.047079749,1.22026217,-0.001131868,0.003136535,-0.427357316,0.009107389,-0.013186869,0.356935769
23.308,0.030577121,-0.05066251,1.292292714,-0.000790498,0.001891761,-0.334146678,0.011599712,-0.02157318,0.241720036
23.31,0.036155339,-0.064169198,1.437875271,-0.000471029,0.000559021,-0.230675071,0.013728148,-0.029468667,0.129720047
23.312,0.034534849,-0.060364496,1.55337131,-0.000146798,-0.00087202,-0.120503448,0.015666176,-0.03695295,0.025356049
23.314,0.032758545,-0.046952926,1.652825236,0.00020635,-0.00234564,-0.005836311,0.017337568,-0.043421146,-0.067262158
23.316,0.03039014,-0.059381615,1.733257174,0.000544781,-0.003722738,0.110639736,0.018552134,-0.048352364,-0.144444108
23.318,0.025871474,-0.0522478,1.797298312,0.000818305,-0.004994786,0.225082159,0.019154506,-0.051988102,-0.203053847
23.32,0.013935958,-0.046223693,1.857313037,0.000977432,-0.006213344,0.334137082,0.018847018,-0.054342806,-0.240671292
23.322,0.004836296,-0.032780416,1.813213468,0.000947744,-0.007304648,0.434327543,0.017227739,-0.055031355,-0.255756766
23.324,-0.003827081,-0.01014245,1.768226147,0.000675205,-0.008111353,0.520060778,0.014118019,-0.053480264,-0.247780994
23.326,0.01306339,0.009229816,1.672640085,0.000230518,-0.008478166,0.585249543,0.010110716,-0.049048968,-0.217282563
23.328,0.041546576,0.029553257,1.466376781,-0.000109641,-0.008319046,0.624744177,0.006926151,-0.041485496,-0.165828437
23.33,0.037277214,0.041823413,1.39066875,-5.62E-05,-0.007656657,0.634720564,0.005922566,-0.031069053,-0.095877521
23.332,0.033475302,0.026921673,1.230597615,0.000340213,-0.006657858,0.616510093,0.006722478,-0.019058017,-0.010571864
23.334,0.019825809,0.042964824,1.004202604,0.000755375,-0.005575122,0.573669553,0.008102131,-0.007019224,0.086501427
23.336,0.003309298,0.064588204,0.854435086,0.000916156,-0.004447962,0.506309628,0.008786391,0.004849503,0.191530332
23.338,-0.009187156,0.059039682,0.719187796,0.000702894,-0.003101809,0.416247457,0.007781167,0.016734827,0.300642163
23.34,-0.002642878,0.075907193,0.629942358,0.000163394,-0.001498916,0.31093958,0.005070952,0.028225951,0.409995824
23.342,0.005521887,0.077207133,0.504554868,-0.000481501,0.000273694,0.198423773,0.001660869,0.039133072,0.515812874
23.344,0.014091773,0.072800018,0.412456125,-0.000987583,0.002141701,0.082998909,-0.001292614,0.049091633,0.614379406
23.346,0.019825809,0.057264157,0.314555585,-0.001252963,0.003957408,-0.033583462,-0.003092638,0.057178643,0.702063203
23.348,0.02640125,0.039413773,0.202768892,-0.001303787,0.005505808,-0.150016427,-0.003473832,0.062344413,0.775381804
23.35,0.025996126,0.030631253,0.155055061,-0.001205204,0.006645944,-0.264797628,-0.002543347,0.064016096,0.83114326
23.352,0.016802976,0.028602082,0.1491265,-0.001055869,0.007415198,-0.374209821,-0.000915268,0.062560409,0.866651654
23.354,0.013593165,0.002508179,0.159905717,-0.000984277,0.007914789,-0.472168028,0.000587521,0.058433872,0.879948556
23.356,0.015494121,-0.002691578,0.263734788,-0.001043562,0.008122838,-0.552638233,0.001613821,0.05173254,0.870040834
23.358,0.020947685,-0.007510866,0.394448489,-0.001154165,0.008011016,-0.609728575,0.002373468,0.043088492,0.837061822
23.36,0.025497515,-0.025710016,0.607559681,-0.001196088,0.007646665,-0.637389362,0.003249641,0.033229407,0.782322466
23.362,0.029735712,-0.02621731,0.724545658,-0.00110918,0.007063434,-0.632335544,0.004507502,0.02254515,0.708232045
23.364,0.028645003,-0.029514717,0.847840786,-0.000910686,0.006291874,-0.597931027,0.00614875,0.011737958,0.618102312
23.366,0.038149785,-0.050313748,1.023953915,-0.000639061,0.005375837,-0.541226268,0.008136154,0.00115986,0.51587826
23.368,0.023658883,-0.042862874,1.200098753,-0.000328302,0.004290053,-0.465595931,0.010254673,-0.00917341,0.405855
23.37,0.025123557,-0.061220553,1.255167842,-6.02E-05,0.003029634,-0.372855037,0.011925266,-0.019006507,0.292439342
23.372,0.028894307,-0.065691076,1.355319262,0.000113689,0.001610689,-0.269566298,0.013017846,-0.028406216,0.17998983
23.374,0.036217663,-0.06423261,1.550676584,0.000280027,3.93E-05,-0.16161564,0.013979828,-0.037291598,0.072734304
23.376,0.044912208,-0.062615611,1.609930396,0.000570061,-0.001595511,-0.048710939,0.015325181,-0.045131821,-0.025269218
23.378,0.042107515,-0.050440568,1.685448289,0.001027216,-0.00315089,0.068032861,0.017248204,-0.051332921,-0.110179931
23.38,0.042948924,-0.045716397,1.725204587,0.001579569,-0.004514042,0.182402417,0.01946597,-0.055368029,-0.178475469
23.382,0.033007853,-0.035094943,1.818951845,0.002105967,-0.005634583,0.289732873,0.021472307,-0.057042062,-0.227125466
23.384,0.013499672,-0.014359326,1.887368083,0.002467125,-0.00647859,0.390177488,0.02240758,-0.056129251,-0.253820002
23.386,0.002966503,3.51E-05,1.803924322,0.002513817,-0.00696008,0.483130038,0.021385964,-0.05229532,-0.257203966
23.388,0.010445676,0.01452469,1.766641021,0.00223777,-0.00701601,0.561967373,0.018526686,-0.045610275,-0.237055615
23.39,0.032914363,0.02901426,1.531971335,0.001892218,-0.006669547,0.617167413,0.015258627,-0.036471631,-0.194355369
23.392,0.036030687,0.039223537,1.34999311,0.001800278,-0.005975109,0.640106678,0.01310617,-0.025415555,-0.131219223
23.394,0.028520348,0.04429647,1.34992969,0.002012461,-0.005000529,0.629342079,0.012267627,-0.013215062,-0.050704859
23.396,0.031262711,0.039699126,1.094430923,0.002313724,-0.003862893,0.593185842,0.012155037,-0.00094438,0.043469291
23.398,-0.000648431,0.049305994,0.927353203,0.002472524,-0.002683886,0.536466181,0.011835453,0.010495581,0.147232026
23.4,-0.014484904,0.053364344,0.763604462,0.002279047,-0.001479213,0.457151592,0.009904195,0.020858632,0.256431133
23.402,-0.013518844,0.053110693,0.679051101,0.001643915,-0.000201382,0.358094722,0.005917225,0.030049182,0.367020249
23.404,-0.010464848,0.051969282,0.558260679,0.000752374,0.001126506,0.247970641,0.000754435,0.037797645,0.475141764
23.406,0.009604271,0.043472122,0.38221091,-8.56E-05,0.002412399,0.132455841,-0.004202534,0.043776982,0.577124476
23.408,0.015088998,0.043662354,0.319881767,-0.000645238,0.003575143,0.012189121,-0.007651662,0.047780775,0.669444561
23.41,0.017176932,0.039286949,0.281647295,-0.000893009,0.004600791,-0.109763213,-0.00919137,0.049944863,0.748711586
23.412,0.022100724,0.022038976,0.132482156,-0.000952841,0.005481737,-0.227648064,-0.009089902,0.050236743,0.811728776
23.414,0.01153639,0.017695274,0.159493566,-0.000961324,0.006141306,-0.339152336,-0.007916512,0.048436422,0.855645537
23.416,0.009261473,0.005805585,0.185331956,-0.00103049,0.006525826,-0.441043973,-0.00652107,0.044679157,0.878184259
23.418,0.007111213,-0.009286392,0.284215271,-0.001221887,0.00663517,-0.52546227,-0.005442056,0.039100703,0.877890468
23.42,0.011037777,-0.014993443,0.352885127,-0.001493674,0.006458915,-0.585897207,-0.004705864,0.031842761,0.854344904
23.422,0.01664716,-0.016927499,0.473992646,-0.001743863,0.006036389,-0.620709717,-0.004021502,0.0235196,0.8082816
23.424,0.027710104,-0.016515324,0.675912499,-0.001869392,0.005487684,-0.629464567,-0.002899031,0.014997915,0.741580784
23.426,0.031356201,-0.016959205,0.827328563,-0.001802771,0.004920662,-0.61002773,-0.000955556,0.007002343,0.657139301
23.428,0.040081907,-0.039628878,0.942000329,-0.001540286,0.004316385,-0.563117862,0.001902144,-0.00047826,0.558650196
23.43,0.043603353,-0.047333397,1.088914514,-0.00111446,0.003514782,-0.494784951,0.005610948,-0.008101755,0.450340927
23.432,0.033007853,-0.048950396,1.22244978,-0.000597207,0.002422239,-0.410929501,0.00967145,-0.01600155,0.336722463
23.434,0.041515414,-0.059666969,1.305766702,-9.71E-05,0.001122478,-0.315281361,0.013447205,-0.023878668,0.222382382
23.436,0.040954474,-0.059413318,1.468913078,0.000361722,-0.000288441,-0.211271986,0.016854571,-0.03156608,0.111833632
23.438,0.042512637,-0.052723389,1.584313989,0.000838463,-0.001742429,-0.100663036,0.019931454,-0.03858475,0.009404199
23.44,0.040050741,-0.03176583,1.64797473,0.001344032,-0.00308441,0.014978226,0.022550963,-0.043915786,-0.080861241
23.442,0.036093011,-0.045367636,1.736966491,0.001828667,-0.004173391,0.131149784,0.024519505,-0.047033053,-0.155317694
23.444,0.035189278,-0.030085422,1.817556858,0.002243094,-0.005057324,0.243641138,0.025685741,-0.048298482,-0.210870653
23.446,0.026494738,-0.018734733,1.858993411,0.00256163,-0.005801335,0.350782454,0.025953231,-0.047705825,-0.245155185
23.448,0.008762865,-0.002120873,1.805699706,0.002722411,-0.006305351,0.449344695,0.024899252,-0.044872504,-0.256714433
23.45,0.003589767,0.004378822,1.747460365,0.002620969,-0.006465996,0.532396197,0.022091638,-0.039803881,-0.245135516
23.452,0.014964346,0.023307208,1.669279456,0.002285289,-0.006286292,0.593635321,0.018049408,-0.032733951,-0.211102605
23.454,0.032072954,0.033611607,1.432580829,0.001965644,-0.005784113,0.628853142,0.01423665,-0.023850709,-0.156344652
23.456,0.029486408,0.038969889,1.390256524,0.00190133,-0.004980718,0.63478148,0.011740999,-0.013616563,-0.083480902
23.458,0.028458022,0.027365556,1.192172885,0.002066321,-0.004002288,0.612901747,0.010509539,-0.003149157,0.004205986
23.46,0.002654871,0.033136018,0.966919243,0.002212511,-0.003040642,0.566234767,0.009576268,0.00638424,0.103022225
23.462,-0.008408075,0.047435351,0.862170756,0.00206289,-0.002129395,0.494884312,0.007629926,0.014838546,0.209090263
23.464,-0.018224491,0.048671875,0.700704694,0.001498934,-0.001121051,0.402430385,0.004030518,0.022636548,0.318512887
23.466,-0.01086997,0.057390984,0.60106045,0.000641574,7.16E-05,0.296396762,-0.000808639,0.029898975,0.427459717
23.468,-0.006849914,0.056820273,0.488639683,-0.000265584,0.00140361,0.182862878,-0.005875091,0.036597896,0.532189488
23.47,0.004275358,0.047942642,0.383669257,-0.001027419,0.002770094,0.065768845,-0.010147646,0.042370956,0.629044771
23.472,0.011941513,0.037257779,0.287924588,-0.001557349,0.004019314,-0.052496582,-0.012886209,0.046503633,0.714463651
23.474,0.023160271,0.026033912,0.168529078,-0.001836427,0.005014425,-0.170625582,-0.013664277,0.048419215,0.785047591
23.476,0.018298808,0.01642704,0.119325183,-0.001901036,0.005703445,-0.28728193,-0.012615554,0.047900513,0.837703824
23.478,0.020604888,0.023560856,0.158098608,-0.001858907,0.006145495,-0.398013115,-0.010403149,0.045394141,0.869852662
23.48,0.016273201,0.010815109,0.197854847,-0.001820971,0.006465426,-0.494479537,-0.007714186,0.041651879,0.879667461
23.482,0.019046729,0.00523488,0.296833277,-0.001826066,0.006698043,-0.569283426,-0.005007607,0.036936793,0.866294742
23.484,0.014870857,0.004125176,0.430970967,-0.001862216,0.006790187,-0.618323803,-0.00256665,0.031474128,0.830002189
23.486,0.023658883,-0.010871684,0.630386174,-0.0018996,0.006721184,-0.638380229,-0.000427711,0.025512993,0.77221328
23.488,0.025123557,-0.022634551,0.729554892,-0.00188381,0.006450746,-0.62785697,0.001644194,0.018850159,0.695416033
23.49,0.029548734,-0.032082889,0.86939925,-0.001768417,0.005907164,-0.590388298,0.003830805,0.011309176,0.602964878
23.492,0.038399093,-0.054498915,1.051979899,-0.001537646,0.005050792,-0.531651676,0.006300158,0.002744951,0.498823106
23.494,0.026931025,-0.058906026,1.226856589,-0.001210847,0.003859228,-0.453473121,0.008966436,-0.006966029,0.387303531
23.496,0.030265488,-0.071842007,1.24768579,-0.000876758,0.002361131,-0.358220488,0.011328814,-0.017519176,0.272856236
23.498,0.030296652,-0.066578843,1.381633162,-0.000603973,0.000663691,-0.253909767,0.013210671,-0.028266849,0.159924343
23.5,0.036124177,-0.072920009,1.561202168,-0.000348278,-0.001104344,-0.145966157,0.014818345,-0.038451388,0.05285611
23.502,0.045410816,-0.054562327,1.632978916,-1.40E-05,-0.002822289,-0.032800734,0.016542133,-0.047236677,-0.044163592
23.504,0.042045191,-0.043655522,1.697020054,0.000454034,-0.004342568,0.08452557,0.018624259,-0.053589523,-0.12720567
23.506,0.051238343,-0.045811515,1.722097516,0.001031652,-0.00556787,0.198956594,0.021004763,-0.057108309,-0.192742839
23.508,0.034036238,-0.023332078,1.837435007,0.001637566,-0.006527126,0.305317253,0.023341458,-0.057942726,-0.237850979
23.51,0.017114606,-0.007542572,1.876303434,0.002107682,-0.007201193,0.404206932,0.024616063,-0.055811644,-0.260437518
23.512,0.006737252,0.007264054,1.780115128,0.002247725,-0.007480265,0.494860113,0.02387346,-0.050566733,-0.259447068
23.514,0.009167984,0.021278035,1.786297202,0.002041631,-0.00733273,0.570448935,0.021188904,-0.04255281,-0.234990612
23.516,0.035438586,0.028697202,1.489678979,0.001738006,-0.006823548,0.622481048,0.017891338,-0.03239755,-0.188359514
23.518,0.025310535,0.040364947,1.349327326,0.001638329,-0.0060377,0.642330706,0.015366097,-0.020871058,-0.121912621
23.52,0.014870857,0.03418231,1.324883938,0.001736962,-0.005064975,0.628156304,0.013450112,-0.008897714,-0.038855933
23.522,0.020760702,0.028728904,1.02997756,0.001790879,-0.004045432,0.588066161,0.011574297,0.002276701,0.057040982
23.524,-0.000305636,0.049242582,0.902656198,0.001673786,-0.003068564,0.526034713,0.009478736,0.012109687,0.161735266
23.526,-0.00507361,0.052286342,0.759292781,0.001348345,-0.002024875,0.441570491,0.006586946,0.021067858,0.271152675
23.528,-0.014890025,0.050383992,0.676292956,0.000775797,-0.000804088,0.34046495,0.002605091,0.029241187,0.38134262
23.53,-0.003359632,0.061227389,0.527920365,2.60E-05,0.000536325,0.230888605,-0.002014426,0.036456872,0.488536
23.532,0.010414513,0.042267296,0.338143021,-0.000691596,0.001890352,0.115286641,-0.006129133,0.042495068,0.589128554
23.534,0.012658266,0.04239412,0.311670542,-0.001174869,0.003134481,-0.006928925,-0.008759616,0.046751585,0.67963922
23.536,0.007827966,0.02441691,0.260786355,-0.001429024,0.00414912,-0.130655512,-0.009957131,0.048786595,0.7567029
23.538,0.020947685,0.004695882,0.100588389,-0.001590138,0.004844558,-0.248938531,-0.010024889,0.048117649,0.817143977
23.54,0.016023897,0.021531679,0.178008422,-0.001700756,0.005206381,-0.359985054,-0.009031573,0.04495313,0.858144999
23.542,0.016273201,0.007042113,0.212216556,-0.001756843,0.005393615,-0.459530354,-0.007366841,0.040431414,0.877488315
23.544,0.014715037,0.00827864,0.304886013,-0.001807425,0.005546452,-0.53876394,-0.005525424,0.035183415,0.873814881
23.546,0.015899239,0.009071287,0.380340397,-0.001884658,0.005658844,-0.592791498,-0.00375244,0.029665753,0.846834719
